No,Komentar,Label,Hasil Klasifikasi,Kategori_Positif,Kategori_Netral,Kategori_Negatif,TP_Positif,FP_Positif,TN_Positif,FN_Positif,TP_Netral,FP_Netral,TN_Netral,FN_Netral,TP_Negatif,FP_Negatif,TN_Negatif,FN_Negatif
619,retwet terima readystock layout aespa hot mes baru harga keach fre retext payment qris layout langsung take ayo jajan,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
620,dibraga qris tempel ujung gitar,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
621,ajang sosialisasi bjb digital payment bank bjb usung tema pasar ngadigi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
622,transaksi transaksi bayar qris aman lancar jaya,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
623,disagre efisiensi transaksi qris rumit banding transaksi manfatin fitur paywave simply tinggal tap card praktis efisien,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
624,bayar qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
625,loh ricky kemarin jalan hahaha coba scan wechat bayar qris penasaran,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
626,bayar qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
627,tunai biar jajan also kayak enak bayar qris mah alas jajan,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
628,transaksi qris kartu kredit virtual banget brimo loh,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
629,kang bayar qris aplikasi keluar,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
630,wta qris transaksi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
631,terima sambutanya temu lain tag irfan hakim qris georgia khodam ipk pbnu daging siang elaelo ronaldo,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
632,cek cek qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
633,selamat malam jasmine transaksi qris sat sedia transaksi thailand malaysia terima dafa,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
634,promo laku transaksi merchant malaysia qris aplikasi promo laku akun pajak hadiah ditangung menang hak tindak user curang penyalahgunan,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
635,yuhu seru ayo sapa nyanyi bareng kahitna ims infinite live tiket bundle promo spesial disc cui masuk ims surabaya danamon qris dbank pro ribu ribu beli tiket spot tiket box,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
636,octo mobile belanja daring bukalapak blibli dinomarket transaksi qr bayar tagih menu bil payment belanja ofline merchant mengunakan qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
637,wta bikin qris bayar aplikasi nya,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
638,merchant promo tarik permatamobile qr bayar transaksi merchant logo qris dptin cashback brlaku harimaks rp mingu nasabah mantap,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
639,sistem bayar qris biaya transaksi us bahas,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
640,virtual credit card jadi kartu kredit sumber transaksi qris informasi lengkap sila unjung link akun resmi media sosial terverified,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
641,al qris akun emailpasword go gren masuk mtht random pesan direct message,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
642,bi tetap transaksi rp ribu bebas tarif qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
643,jasa pinjam qris fe nya transaksi drop fe,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
644,sobat informasi merchant qris singapore terima transaksi qris lintas negara crosborder merchant qr singapore logo nets qrsg qr sgqr,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
645,mudah bayar qris,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
646,tolol nemen wis pesan crepes ora ngawa uang tunai tolol abiz tolol saiki nyg deg degan nemen orabisa bayar qris,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
647,kupon belanja redem bripoin cashback transaksi merchant qris brimo gas unduh brimo cek informasi detail,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
648,bank indonesia bebas tarif bayar qris transaksi bawah rp ribu,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
649,pilih aplikasi bayar qris pindai standardisasi kode qr mudah transaksi jual beli ayo buka gawai pindai qrisnya sama,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
650,konser ims infinite live kahitna rizky febian diskon tiket masuk ims surabaya bayar qris dbank pro ribu ribu fixlah hemat,Positif,Netral,FN,FP,TN,,,,1,,1,,,,,1,
651,luncur qr code indonesian standard qris ungul serentak indonesia,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
652,ajar qris baca kris transaksi laku negara asean jujur qris hahahaha transaksi nfc ramai indonesia biar tinggal sorong handphonesmartwatch,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
653,giat tuju paham mahasiswa uin khas jember kait transaksi aman rumit qris cinta banga paham rupiah kupas tuntas beasiswa bank indonesia genbi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
654,retwet buka donasi korban jadi plumpang donasi salur penuh target donasi sila scan qris nominal terima senang hati terima,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
655,duitah dongo ciel kerja scan qris mulu tai ciel stop,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
656,cek rutin jaga sehat cek rutin kimia farma lab klinik dapat diskon qris motionbank sesuai tentu sst bayar tinggal scan laku agustus informasi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
657,ilmin program cashback transaksi sukasuka qris payment livin mandiri daftar merchant program,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
658,pas cek benar pakai transaksi qris atm tunai malih,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
659,untuk fasilitas adu aplikasi bantu kronologi beli obat transaksi qris transaksi gagal potong ngadu cuman suruh aju adu brimo hari cuman proses,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
660,pemkab kudus hadir layan program bayar retribusi layan parkir tepi jalan transaksi nontunai qris nama sip parkir,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
661,kuliner hemat bayar scan qris octo mobile nikmat cashback beli fb merchant favorit pilih aman traksaksi nyaman tinggal scan qris octo mobile,Positif,Netral,FN,FP,TN,,,,1,,1,,,,,1,
662,open cv ewalet tf bank bayar virtual account seabank briva fastres convert jasa linkaja jago bsi mandiri qris non premium gpay tambah astrapay isa permata co bcda neobank,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
663,akulaku sedia fitur qris mudah penguna transaksi bayar simak tampil fitur qris aplikasi akulaku mudah,Positif,Netral,FN,FP,TN,,,,1,,1,,,,,1,
664,digitalisasi transaksi uang qris laju sulawesi utara upaya salah satu digitalisasi kanal bayar retribusi perintah,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
665,wta minjem qris fe nya transaksi nominal,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
666,informasi go piece bayar qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
667,bang jajan olive bayar kadang qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
668,least bayar qr code penuh meja kasir bi rilis qris laku,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
669,sobat informasi transaksi qris kartu kredit sumber mengunakan kartu kredit reguler fitur kartu kredit co branding card tokopedia card traveloka btn gadai,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
670,bayar qris baru aplikasi ganti bayar minimal,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
671,jasa cv neobank nomor rek qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
672,bayar qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
673,qris pospay kecuali fitur qris pospay aneh bayar pos indonesia hidup segan mati,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
674,luncur qris bank mega syariah buku transaksi rp juta,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
675,tambah biaya layan qris laku transaksi ribu ransaksi ribu kena biaya qris merchant diskon rate persen,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
676,qris singkat quick respons code indonesian standard standar kode qr kembang bank indonesia mudah transaksi bayar elektronik indonesia,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
677,mudah transaksi qris bantu laku umkm partisipasi volume transaksi lebaran ketua kadin,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
678,cepat digitalisasi sistem bayar efisiensi transaksi luas ekosistem ekonomi uang digital ekd efektivitas implementasi bijak qris tuntas merchant diskon rate usaha mikro umi luas kerja qris antarnegara,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
679,mint tukang soto goba tukang seblak qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
680,transaksi gampang dompet ketingalan tinggal scan qris indibiz gampang,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
681,ned netflix bulan bayar qith qris drop pl user dua nya bayar,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
682,transaksi qris tangal juli jelas suruh nungu aplikasi bobrok,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
683,scan qris get brp,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
684,shopepay kfc cashback rp periode juli tinggal scan qris otopay aplikasi shope cek promo shopepay lai,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
685,sobat informasi transaksi qris kartu kredit sumber mengunakan kartu kredit reguler fitur kartu kredit co branding card tokopedia card traveloka btn,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
686,bank bjb terap piloting pengunan quick respons code indonesian standard qris fitur bayar uang elektronik baru bas ponsel,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
687,bi kepri catat nilai transaksi qris capai rp triliun hinga juni,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
688,transaksi qris status gagal merchantpun terima jam refund,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
689,jajan bazar tujuh bas bingung tinggal bayar qris shopepay lupa promo cashback transaksi sobat shopepay ayo coba,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
690,qris wkwkw pinjam orang belah berani,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
691,sobat khawatir informasi transaksi bayar qris proses transaksi sila kece mutasi rekening kala aplikasi brimo,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
692,transaksi qris repot status pending nelp cal center bank cuman bayar ribu paksa kasir bayar tunai nelp cal center kena pulsa,Negatif,Netral,TN,FP,FN,,,1,,,1,,,,,,1
693,krl yksolo bayar scan qris gotransit mantap sblmnya linkaja stop,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
694,kosong qris al akun emailpasword go gren masuk mtht mulchar pesan direct message,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
695,simpel sop turnitin nomor repository file nomor repository proses tunggu menit buka admin tidur cek bayar bebas halaman bebas request filter bayar shopepay linkaja qris seabank,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
696,april sobat bumn brimo transaksi bayar takjil praktis fitur qris bayar zakat fitur donasi thr setor tunai streaming kaji lancar top paket data,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
697,mohon maf ketidaknyamananya salah setle transaksi qris nasional statis dinamis transaksi tangal juli tersetle transaksi tangal juli tersetle tian,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
698,buka scan qris conv store langsung masuk nominal tinggal scan otomatis potong saldo,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
699,bayar qris fraud gmpg banget yak theres prety big hole,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
700,selamat sore sat kendala transaksi qris pasti jaring stabil transaksi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
701,qris error kah qris beli baso afung potong saldo bayar afungnya masuk paksa debit,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
702,ngakak banget habis belanja aeon bsd handphone literaly mati internetnya wifi mati bodohnha bawa dompet bayar kasir qris tethering handphone spv,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
703,terima stock modboard deco layout al ive members ryujin itzy miyawaki sakura klayout thru scan qris direct message take layout nya tags ive yujin gaeul rei wonyoung liz leseo ryujin sakura,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
704,malam mandiri minimal transaksi qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
705,minimal transaksi qris potong gasampe tuju,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
706,orang mimin orang transaksi qris like balas qris seabank sebanyakbanyaknya hadiah spesial mimin,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
707,senang hati informasi proses setlement transaksi qris dinamis setlement setlement otomatis,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
708,maf bikin kakak nyaman aplikasi blu sat kendala transaksi qris kakak kirim tampil gambar kendala kakak alami direct message minblu informasi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
709,dukung edukasi pengunan qris acara fintech festival bank indonesia fifesbi cirebon,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
710,gojek linkaja support qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
711,benci banget ngu cuman perkara bayar cuman qris kartu sedia cuman perkara biar kartu aktif target ambil rumah bth credit score bagus,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
712,want sel kuota xl akrab sharing gb rewards gb area gb area gb area gb area gb aktif harga sisa al payment qris fastresp,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
713,butuh cv convert tf pindah ewalet bank ayo fenya ewalet premium ewalet nonprem verif qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
714,get ayo co rumit menit scan qris link,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
715,sobat mohon maf kendala transaksi qris tindak mohon sedia buat lapor aplikasi brimo pilih menu akun pusat bantu hubung contact,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
716,sobat mohon maf ketidaknyamanan alami transaksi kurang rekening mohon sedia lapor aplikasi brimo pilih menu akun pusat bantu aju adu gagal bayar qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
717,mudah transaksi pasar tradisional depok fasilitas qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
718,alo mimin point alo bank pakai transaksi qris merchant ct corp transmart wendys bayar mega finance aplikasi alo bank ek,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
719,gampang bayar qris kartu kredit brimo,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
720,bingung bayar debit card qris self layan monitor pesan mcd jelasin step bayar counter kikuk banget bingung,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
721,phm keluh keluh transaksi qris sila tungu informasi direct message terima pf,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
722,asyik banget konser ims infinite live nyanyi bareng kahitna tiket bundle promo disko spesial ims surabaya danamon qris dbank pro ribu ribu beli tiket spot tiket box informasi lengkap,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
723,bekal tahu praktek mengunakan qris transaksi laku belanja donasi sedekah qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
724,anjg lambat banget scan qris,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
725,qris cetak discan,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
726,bi regulator pjsp penyelengara jasa sistem bayar upaya ambil langkah strategis visioner adaptif salah satu terap qris efektif laku januari kuat kesiap indonesia songsong era digitalisasi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
727,genjot transaksi qris bank mandiri mengandeng juta merchant indonesia,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
728,dorong implementasi qris ekosistem didik,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
729,keluh transaksi qris sila email id terima pf,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
730,dear orang suka bayar qris sabar mending tunai rumit ajig masuk cabut lu potong masuk gagal refund lu nya nombok syal,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
731,transaksi qris aplikasieklotok,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
732,bayar qris id transaksi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
733,sistem qris transaksi bayar pajak daerah kabupaten bengkal mudah,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
734,dagang pasar lamongan transaksi qris eretribusi media coruption expose,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
735,close,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
736,banget nonton rizki febrian ims infinite live tarik diskon tiket bundle masuk ims transaksi danamon qris dbank pro ayo,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
737,dips sayur gas pembayaranya qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
738,terap qris rumah sakit pemprov gubernur koster transaksi digital selaras tatanan hidup era gubernur bal wayan koster sambut pengunan transaksi qris qr code indonesia indonesian,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
739,promo bayar qris fes tunai,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
740,minimal transaksi qris potong masuk bukti,Negatif,Netral,TN,FP,FN,,,1,,,1,,,,,,1
741,oke bang iya bayar qris mora tunai,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
742,canva premium bulan qris yap,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
743,bismilah ayo lengkap infaq subuh qris sisa rp link doku shopepay yatimduafa muslim minoritas konfirmasi klik,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
744,simpel sop cek turnitin nomor repository file nomor repository proses tunggu menit buka admin tidur cek bayar bebas halaman bebas request filter bayar shopepay linkaja qris seabank,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
745,banjir cashback buru mcdonalds cashback mengunakan qris blu minimum beli rp maksimal cashback rp cashback valid transaksibulanpenguna blu kode kupon blumcd,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
746,want sel kuota xl akrab sharing gb rewards gb kuota fix gb lokal area gb harga sisa al payment qris fastresp,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
747,pamer burek seabank hari otomatis masuk reward nya selesai burek get coba transaksi qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
748,qris toko masuk saldo secepet transaksi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
749,maf bikin kakak nyaman pengunan qris sat transaksi bayar kena biaya transaksi kakak kena biaya sat transaksi qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
750,ph cari trader pesos transaksi thai qris langsung,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
751,ims surabaya takut kelaperan gais cashback transaksi qris dbank pro lumayan banget,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
752,oh bayar frequently asked question bayar qris jujur tunai enga biar safe bayar cashles,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
753,gasih beli tiket cgv ofline bayar qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
754,kait keluh nama bisnis akun bisnis mohon maf ketidaknyamananya infoin agustus nama bisnis identitas usaha ubah pengaruh transaksi qris kakak terima,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
755,memanfatkan qris bayar langanan bulan simpel banget,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
756,transaksi qris rp gratis simak artikel,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
757,octo mobile belanja daring bukalapak blibli dinomarket transaksi qr bayar tagih menu bil payment belanja ofline merchant mengunakan qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
758,gin biaya admin qris transaksi tarik setor tunai,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
759,sepakat transaksi mengunakan qris milik mudah kewaspadan tips trik transaksi aman qris ayo maju sistem bayar nasional lengkap,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
760,lambat verifikasi arsitektur kartu qris butuh langkah bayar kendala kartu,Negatif,Netral,TN,FP,FN,,,1,,,1,,,,,,1
761,mobile banking coba mandiri duper nyaman enak jarang ganguan error drama bayar qristf uang potong alam bank bank mandiri,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
762,hokben blu bilang bayar qris pesan hoka hemat sadar kasih mayo habismi makan saladna sedih hahahaha pantas,Negatif,Netral,TN,FP,FN,,,1,,,1,,,,,,1
763,aplikasi nya transaksi apa aplikasi bayar qris rp debit untung gagal rp tolong usut jadi,Negatif,Netral,TN,FP,FN,,,1,,,1,,,,,,1
764,cari cair cepat langsung hubung inbox masuk fe testi cek instagram profile cepat proses menit scan qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
765,minimal transaksi qris mobile banking transaksi tunda potong solusi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
766,susah beli tiket streaming show sr bantujokinjastip beli show sr harga sesuai rafe direct message langsung bayar qris al ewalet btpn bank jago aman nyaman trusted transaksi bank digital resmi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
767,eri sayang jadi alami dasar qris terima transaksi bayar mengunakan qr penyelengara aplikasi bayar konsumen beda penyelengara qris merchant,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
768,sobat mohon maf ketidaknyamanan transaksi sat transaksi qris tingkat layan sobat mengunakan fitur transaksi lai brimo mudah lancar transaksi perban,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
769,solusi sederhana lacak transaksi rp juta qris livin,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
770,hobi kuliner mimin ikut angkat tangan pas banget event asi fod festival hublife mal taman angrek fodmrkt lantai lupa bayar scan qris octo mobile cashback jajan,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
771,pekan qris nasional pqn giat diselengarakan bank indonesia indonesia tujuanya tingkat dorong luas pengunan qris cimb niaga partisipasi giat loh qris cimb niaga transaksi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
772,jago qris transaksi qris biar metrik moncer,Negatif,Netral,TN,FP,FN,,,1,,,1,,,,,,1
